,Player_Name,Rank,Kills,Deaths,Assists,Kill death difference,Kill death ratio,Average damage per round,Percentage of kills with a headshot,First kills of a round,First deaths of a round,First kills as a T,First deaths as a T,First kills as a CT,First deaths as a CT,Trade kills,Death was traded,Traded first kills,First deaths traded,Traded first kills as T,First deaths traded as T,Traded first kills as CT,First deaths traded as CT,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,2k,1k,"Percentage of rounds with a Kill, Assist, Survived or Death Traded",HLTV Rating 1.0,Top Starting Side,Round Winner,Match_id,map,date,VAC,Starting_Side,CT_round_diff,T_round_diff,Match_Result
1025,Blhoux,,28,15,10,13,1.9,118,32%,5,1,0,1,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,77%,1.63,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",20402307,de_dust2,20th Nov 2020 21:58:43,False,CT,1.0,5.0,Win
1026,KoHo,,22,14,5,8,1.6,104,32%,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,6,81%,1.33,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",20402307,de_dust2,20th Nov 2020 21:58:43,False,CT,1.0,5.0,Win
1027,Cho,,21,14,3,7,1.5,87,48%,4,2,0,1,4,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,9,73%,1.25,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",20402307,de_dust2,20th Nov 2020 21:58:43,False,CT,1.0,5.0,Win
1028,mini,,18,18,4,0,1.0,79,17%,3,4,3,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,65%,0.99,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",20402307,de_dust2,20th Nov 2020 21:58:43,False,CT,1.0,5.0,Win
1029,Kiwi,,11,17,4,-6,0.6,43,18%,0,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,69%,0.66,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",20402307,de_dust2,20th Nov 2020 21:58:43,False,CT,1.0,5.0,Win
1035,KoHo,,23,19,4,4,1.2,77,43%,5,2,4,2,1,0,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,2,3,11,85%,1.15,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",25519870,de_dust2,30th Jan 2021 21:26:37,False,CT,-5.0,0.0,Loss
1036,mini,,21,18,3,3,1.2,73,48%,1,1,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,85%,1.03,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",25519870,de_dust2,30th Jan 2021 21:26:37,False,CT,-5.0,0.0,Loss
1037,Blhoux,,20,19,6,1,1.1,83,10%,4,4,2,1,2,3,7,2,2,1,1,0,1,1,0,0,0,0,0,0,0,1,3,11,74%,0.99,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",25519870,de_dust2,30th Jan 2021 21:26:37,False,CT,-5.0,0.0,Loss
1039,Cho,,15,22,9,-7,0.7,66,33%,2,3,0,0,2,3,4,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,4,7,81%,0.7,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",25519870,de_dust2,30th Jan 2021 21:26:37,False,CT,-5.0,0.0,Loss
1045,Blhoux,,28,18,6,10,1.6,96,11%,7,4,3,2,4,2,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0,3,3,13,87%,1.34,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT']",7631954,de_inferno,22nd Mar 2020 21:25:16,False,CT,3.0,-1.0,Win
1046,Cho,,22,18,9,4,1.2,89,27%,2,1,1,1,1,0,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,11,73%,1.25,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT']",7631954,de_inferno,22nd Mar 2020 21:25:16,False,CT,3.0,-1.0,Win
1047,mini,,22,18,2,4,1.2,75,32%,3,0,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,77%,1.17,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT']",7631954,de_inferno,22nd Mar 2020 21:25:16,False,CT,3.0,-1.0,Win
1048,KoHo,,18,18,6,0,1.0,57,22%,1,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,7,73%,0.96,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT']",7631954,de_inferno,22nd Mar 2020 21:25:16,False,CT,3.0,-1.0,Win
1055,Blhoux,,22,9,7,13,2.4,96,32%,4,0,3,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7,90%,1.67,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",24219953,de_mirage,16th Jan 2021 22:05:12,False,CT,9.0,2.0,Win
1056,KoHo,,21,14,4,7,1.5,103,24%,6,4,0,2,6,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,1,4,6,71%,1.47,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",24219953,de_mirage,16th Jan 2021 22:05:12,False,CT,9.0,2.0,Win
1057,mini,,17,13,8,4,1.3,105,53%,1,2,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,6,76%,1.18,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",24219953,de_mirage,16th Jan 2021 22:05:12,False,CT,9.0,2.0,Win
1058,Cho,,15,12,8,3,1.3,82,20%,1,1,0,1,1,0,4,2,2,0,2,0,0,0,0,0,0,1,0,0,0,2,1,7,90%,1.14,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",24219953,de_mirage,16th Jan 2021 22:05:12,False,CT,9.0,2.0,Win
1059,Kiwi,,17,13,2,4,1.3,65,47%,2,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,86%,1.1,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT']",24219953,de_mirage,16th Jan 2021 22:05:12,False,CT,9.0,2.0,Win
1060,Blhoux,,33,12,5,21,2.8,132,24%,4,0,2,0,2,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,6,3,9,87%,2.12,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T']",6807275,de_inferno,22nd Feb 2020 21:09:36,False,T,4.0,5.0,Win
1063,KoHo,,15,16,2,-1,0.9,80,13%,4,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,70%,0.84,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T']",6807275,de_inferno,22nd Feb 2020 21:09:36,False,T,4.0,5.0,Win
1064,Cho,,10,12,6,-2,0.8,66,60%,3,5,2,3,1,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,7,78%,0.83,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T']",6807275,de_inferno,22nd Feb 2020 21:09:36,False,T,4.0,5.0,Win
1075,Blhoux,,21,17,2,4,1.2,93,38%,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,69%,1.2,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T']",7079023,de_mirage,5th Mar 2020 09:54:08,True,CT,-5.0,-1.0,Loss
1085,Blhoux,,32,19,4,13,1.7,132,25%,3,3,0,1,3,2,4,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,7,8,82%,1.61,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T']",7723367,de_inferno,26th Mar 2020 14:15:05,False,CT,-5.0,1.0,Loss
1088,KoHo,,12,17,3,-5,0.7,44,33%,2,7,0,3,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,8,61%,0.72,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T']",7723367,de_inferno,26th Mar 2020 14:15:05,False,CT,-5.0,1.0,Loss
1089,Cho,,7,18,3,-11,0.4,47,71%,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,61%,0.52,T,"['T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T']",7723367,de_inferno,26th Mar 2020 14:15:05,False,CT,-5.0,1.0,Loss
1096,Blhoux,,28,16,3,12,1.8,103,29%,4,1,3,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,5,65%,1.73,T,"['T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT']",7240258,de_dust2,11th Mar 2020 12:23:44,False,CT,5.0,1.0,Win
1097,Cho,,16,17,7,-1,0.9,75,31%,2,3,1,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,69%,0.91,T,"['T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT']",7240258,de_dust2,11th Mar 2020 12:23:44,False,CT,5.0,1.0,Win
1100,KoHo,,20,23,6,-3,0.9,86,30%,5,4,3,3,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,7,62%,1.05,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",15822894,de_inferno,13th Sep 2020 20:06:12,False,T,-5.0,-1.0,Loss
1101,mini,,21,24,2,-3,0.9,88,52%,3,1,1,1,2,0,3,4,1,0,0,0,1,0,0,0,0,0,2,0,0,0,7,7,77%,0.96,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",15822894,de_inferno,13th Sep 2020 20:06:12,False,T,-5.0,-1.0,Loss
1102,Blhoux,,16,10,2,6,1.6,73,63%,1,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,38%,0.82,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",15822894,de_inferno,13th Sep 2020 20:06:12,False,T,-5.0,-1.0,Loss
1103,Cho,,15,24,4,-9,0.6,78,47%,1,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,6,54%,0.74,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",15822894,de_inferno,13th Sep 2020 20:06:12,False,T,-5.0,-1.0,Loss
1104,WhiteFlag1940,,9,22,2,-13,0.4,36,11%,0,4,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,58%,0.45,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",15822894,de_inferno,13th Sep 2020 20:06:12,False,T,-5.0,-1.0,Loss
1110,Cho,,14,18,4,-4,0.8,74,43%,2,1,2,1,0,0,5,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2,3,55%,0.97,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",23550873,de_dust2,6th Jan 2021 19:34:03,False,T,-5.0,-5.0,Loss
1111,KoHo,,16,19,4,-3,0.8,87,31%,5,2,3,2,2,0,3,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,3,6,73%,0.96,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",23550873,de_dust2,6th Jan 2021 19:34:03,False,T,-5.0,-5.0,Loss
1112,mini,,13,20,4,-7,0.7,74,31%,1,1,1,0,0,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,59%,0.73,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",23550873,de_dust2,6th Jan 2021 19:34:03,False,T,-5.0,-5.0,Loss
1113,Blhoux,,7,19,3,-12,0.4,61,57%,2,6,2,3,0,3,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,7,55%,0.38,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",23550873,de_dust2,6th Jan 2021 19:34:03,False,T,-5.0,-5.0,Loss
1114,Kiwi,,4,19,3,-15,0.2,31,50%,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36%,0.26,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",23550873,de_dust2,6th Jan 2021 19:34:03,False,T,-5.0,-5.0,Loss
1125,Cho,,23,20,6,3,1.2,83,35%,6,2,4,0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,8,81%,1.12,T,"['CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",25519858,de_inferno,27th Jan 2021 19:40:12,False,CT,-3.0,-2.0,Loss
1126,Blhoux,,21,22,6,-1,1.0,93,24%,2,5,0,2,2,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,7,63%,1.02,T,"['CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",25519858,de_inferno,27th Jan 2021 19:40:12,False,CT,-3.0,-2.0,Loss
1127,KoHo,,16,23,11,-7,0.7,81,31%,3,3,1,2,2,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,7,78%,0.75,T,"['CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",25519858,de_inferno,27th Jan 2021 19:40:12,False,CT,-3.0,-2.0,Loss
1128,Kiwi,,17,23,4,-6,0.7,70,41%,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,67%,0.73,T,"['CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",25519858,de_inferno,27th Jan 2021 19:40:12,False,CT,-3.0,-2.0,Loss
1129,mini,,17,23,5,-6,0.7,75,35%,4,2,2,1,2,1,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,9,63%,0.73,T,"['CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",25519858,de_inferno,27th Jan 2021 19:40:12,False,CT,-3.0,-2.0,Loss
1130,Blhoux,,29,19,4,10,1.5,96,48%,6,4,5,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,79%,1.34,T,"['T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT']",6300981,de_dust2,29th Jan 2020 20:23:56,False,T,0.0,-3.0,Loss
1134,Cho,,14,19,9,-5,0.7,59,50%,3,4,2,2,1,2,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,10,72%,0.73,T,"['T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT']",6300981,de_dust2,29th Jan 2020 20:23:56,False,T,0.0,-3.0,Loss
1140,Cho,,21,18,3,3,1.2,79,29%,1,1,0,0,1,1,5,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,5,7,65%,1.17,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",17081225,de_cache,4th Oct 2020 19:07:58,False,T,-1.0,-5.0,Loss
1141,Blhoux,,20,20,7,0,1.0,83,40%,4,3,3,0,1,3,2,3,0,2,0,0,0,2,0,0,0,1,0,0,1,1,3,7,77%,1.1,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",17081225,de_cache,4th Oct 2020 19:07:58,False,T,-1.0,-5.0,Loss
1142,KoHo,,15,23,2,-8,0.7,57,33%,2,4,0,4,2,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,46%,0.75,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",17081225,de_cache,4th Oct 2020 19:07:58,False,T,-1.0,-5.0,Loss
1143,Lucas,,13,22,12,-9,0.6,78,23%,2,4,0,3,2,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,4,69%,0.68,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",17081225,de_cache,4th Oct 2020 19:07:58,False,T,-1.0,-5.0,Loss
1144,mini,,15,22,5,-7,0.7,70,53%,2,3,2,3,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11,65%,0.65,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",17081225,de_cache,4th Oct 2020 19:07:58,False,T,-1.0,-5.0,Loss
1155,KoHo,,30,21,9,9,1.4,118,60%,8,4,4,1,4,3,3,5,0,1,0,0,0,1,0,0,0,0,1,0,0,3,5,11,78%,1.41,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",9624501,de_mirage,24th Apr 2020 20:05:26,False,CT,1.0,4.0,Win
1156,Lucas,,21,15,10,6,1.4,94,33%,8,4,3,1,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,8,81%,1.19,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",9624501,de_mirage,24th Apr 2020 20:05:26,False,CT,1.0,4.0,Win
1157,Blhoux,,22,15,5,7,1.5,82,27%,2,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,16,81%,1.11,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",9624501,de_mirage,24th Apr 2020 20:05:26,False,CT,1.0,4.0,Win
1158,mini,,18,18,5,0,1.0,62,56%,1,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,11,74%,0.94,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",9624501,de_mirage,24th Apr 2020 20:05:26,False,CT,1.0,4.0,Win
1159,Cho,,17,18,5,-1,0.9,72,24%,0,0,0,0,0,0,4,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,81%,0.88,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",9624501,de_mirage,24th Apr 2020 20:05:26,False,CT,1.0,4.0,Win
1165,KoHo,,23,18,6,5,1.3,77,13%,4,5,2,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,10,70%,1.2,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT']",8836847,de_inferno,14th Apr 2020 20:10:23,False,CT,-1.0,3.0,Win
